1258270.000,66691.000,11712.000,22345.000,7022.000,8823.000,7028.000,6054.000,0.000,0.000,32.000,0.000
1445723.000,7406.000,2283.000,8257.000,8989.000,2320.000,438.000,260.000,41.000,21.000,228.000,0.000
878332.000,888232.000,190781.000,93777.000,85920.000,31800.000,13734.000,8587.000,43.000,27.000,-356.000,0.000
1533076.000,208262.000,22752.000,11091.000,8896.000,7867.000,2192.000,1158.000,43.000,27.000,57.000,0.000
1240722.000,156142.000,75088.000,38081.000,18733.000,48164.000,4732.000,6495.000,43.000,27.000,181.000,0.000
318103.000,44130.000,9964.000,8413.000,6939.000,2861.000,1508.000,1626.000,43.000,27.000,211.000,0.000
602971.000,13401.000,13787.000,3005.000,7879.000,2603.000,717.000,1008.000,35.000,21.000,273.000,0.000
441310.000,54873.000,6857.000,10850.000,7453.000,3575.000,2831.000,958.000,41.000,38.000,272.000,0.000
2477768.000,45203.000,32219.000,13826.000,15583.000,12876.000,7995.000,4178.000,35.000,34.000,145.000,0.000
278780.000,73865.000,7637.000,1057.000,3094.000,2511.000,848.000,1055.000,35.000,34.000,60.000,0.000
1564109.000,906427.000,527254.000,88167.000,71264.000,68757.000,33868.000,10323.000,30.000,23.000,-488.000,0.000
1257777.000,65480.000,15907.000,16790.000,5505.000,6273.000,1470.000,1120.000,30.000,23.000,75.000,0.000
842173.000,161257.000,41938.000,25267.000,8591.000,3634.000,2657.000,4143.000,30.000,23.000,57.000,0.000
1196951.000,84760.000,47218.000,28594.000,10290.000,7850.000,6314.000,1988.000,30.000,23.000,-743.000,0.000
1089204.000,65804.000,33203.000,7106.000,8287.000,6921.000,3692.000,1656.000,30.000,23.000,314.000,0.000
168903.000,19104.000,5410.000,2916.000,3191.000,1493.000,866.000,446.000,27.000,20.000,-196.000,0.000
1059664.000,121636.000,16415.000,7950.000,6977.000,3740.000,2764.000,3054.000,29.000,23.000,-407.000,0.000
1711233.000,123922.000,21229.000,4952.000,8098.000,6977.000,5910.000,1622.000,11.000,11.000,-72.000,0.000
805440.000,267548.000,22303.000,53649.000,15296.000,41395.000,11462.000,18900.000,16.000,14.000,103.000,0.000
354058.000,9868.000,6074.000,1701.000,7918.000,1057.000,524.000,1209.000,23.000,10.000,-83.000,0.000
423003.000,84974.000,17802.000,23733.000,9651.000,6205.000,3631.000,4048.000,24.000,10.000,-332.000,0.000
94044.000,7946.000,3471.000,2422.000,516.000,3994.000,1609.000,778.000,30.000,17.000,155.000,0.000
1967713.000,777855.000,20353.000,12219.000,89965.000,28301.000,7079.000,16944.000,51.000,26.000,150.000,0.000
424455.000,102732.000,5819.000,13905.000,15783.000,28955.000,11113.000,24036.000,38.000,14.000,-330.000,0.000
2711826.000,87428.000,179344.000,77247.000,59050.000,37625.000,11633.000,22669.000,51.000,8.000,-120.000,0.000
206887.000,17942.000,5084.000,992.000,1740.000,1118.000,564.000,1404.000,61.000,21.000,-214.000,0.000
140355.000,37294.000,12257.000,16575.000,17073.000,8546.000,3437.000,6305.000,41.000,20.000,-100.000,0.000
334570.000,23998.000,1216.000,3904.000,3983.000,2020.000,2457.000,794.000,54.000,40.000,-552.000,0.000
382702.000,15735.000,2849.000,2351.000,1925.000,762.000,315.000,431.000,41.000,43.000,42.000,0.000
830285.000,109525.000,34923.000,15541.000,28224.000,43849.000,12630.000,22839.000,29.000,30.000,563.000,0.000
319445.000,62813.000,12120.000,11887.000,10736.000,5233.000,1468.000,1554.000,48.000,30.000,359.000,0.000
195802.000,73520.000,4749.000,6786.000,30937.000,26041.000,3138.000,4178.000,40.000,27.000,321.000,0.000
224541.000,136227.000,6865.000,18850.000,12408.000,10849.000,4294.000,1977.000,56.000,21.000,256.000,0.000
2805977.000,158373.000,32265.000,14838.000,8315.000,6305.000,2604.000,8291.000,63.000,16.000,70.000,0.000
50047.000,14600.000,4660.000,3066.000,5428.000,2072.000,1060.000,2513.000,40.000,16.000,-118.000,0.000
406675.000,34195.000,5079.000,48296.000,31739.000,28145.000,12413.000,15367.000,47.000,17.000,-85.000,0.000
613277.000,147875.000,39194.000,47762.000,46119.000,15897.000,7056.000,9741.000,47.000,35.000,178.000,0.000
698669.000,352979.000,39861.000,5826.000,29038.000,16010.000,7938.000,9992.000,47.000,41.000,220.000,0.000
